ID,email,name,address1,address2,state,city,country,website,hours,phone,zip,lat,lon
652,kevinc@advancednutrients.com,Victory Hydro Gardens,7335 SE 18th Ave.,Test Address Line 2,Oregon,Portland,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,97202,45.471468,-122.646744
1135,ben@portlandhydro.com,Cannabis Now Magazine,11564 SW Pacific Highway,Test Address Line 2,Oregon,Tigard,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,97223,45.4397586,-122.750194
196,Westcoastorganics@gmail.com,Method Seven Employee Specials $50.00,12410 SE 282nd Ave. Unit C,Test Address Line 2,Oregon,Boring,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,97009,45.4331375,-122.3717846
996,guy@willametteindoorgardensupply.com,Urban Grower,408 Beaver Creek Road Suite 402,Test Address Line 2,Oregon,Oregon City,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,97045,45.3331664,-122.5913967
879,sales@glhydroco.com,Northeast Hydroponics and Homebrewing,5998 US 31 South,Test Address Line 2,Michigan,Charlevoix,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,49720,45.2934376,-85.2956272
879,sales@glhydroco.com,Northeast Hydroponics and Homebrewing,05998 U.S. 31 South,Test Address Line 2,Michigan,Charlievoix,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,49720,45.2917825,-85.3012187
842,dealerservices@methodseven.com,Specialized Bicycle Components,1026 NE Irvine Street,Test Address Line 2,Oregon,McMinnville,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,97128,45.2152928,-123.1895839
886,kelwah50@gmail.com,The Garden Connection,3837 River Rd. N.,Test Address Line 2,Oregon,Keiser,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,97303,44.9812814,-123.0266103
689,thehomegrownconnection@hotmail.com,"Fox Head, Inc",407 Wilton Road,Test Address Line 2,Maine,Farmington,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,4938,44.6384573,-70.1533055
532,kelly@corvallishydro.com,Garden all Year,5490 SW Philomath Blvd.,Test Address Line 2,Oregon,Corvallis,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,97333,44.5498519,-123.3142268
693,support@gtghydroponics.com,Flora Hydroponics,PO Box 235,Test Address Line 2,Vermont,Underhill,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,5489,44.5481845,-72.8763806
247,bartlettfunnyfarm@gmail.com,Hydroponics Inc.,3 Bird Hill Road,Test Address Line 2,Maine,Greenwood,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,4225,44.4005778,-70.7035016
1297,growinsideout@gate.net,Grofax 5,1766 Federal Road Suite D,Test Address Line 2,Maine,Livermore,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,4253,44.3736467,-70.2504741
976,sales@growitbest.com,"Timponic Produce Management Solutions, LTD.",628 SW Glacier Ave Suite C,Test Address Line 2,Oregon,Redmond,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,97756,44.270296,-121.175022
1192,kelly@dakine420.com,Flint Digital,2574 NW Champion Circle,Test Address Line 2,Oregon,Bend,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,97701,44.077885,-121.352588
115,brent@theherbcenter.net,The Green Thumb,2205 Northeast Division,Test Address Line 2,Oregon,Bend,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,97701,44.071888,-121.306293
650,greenersideoflife@comcast.net,Mile High Cannabis,623 W. Centennial Ave.,Test Address Line 2,Oregon,"Springfield, OR",United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,97477,44.057122,-123.0347239
366,abeaudoin@bendbroadband.com,Advanced Nutrients,35 NW Bond St.,Test Address Line 2,Oregon,Bend,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,97701,44.052078,-121.316763
416,mattmonger@gmail.com,Flora Grow Ltd.,2440 Adams St.,Test Address Line 2,Oregon,Eugene,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,97405,44.032337,-123.107447
416,mattmonger@gmail.com,Tru Bloomz Hydroponics,88680 McVay Hwy,Test Address Line 2,Oregon,Eugene,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,97405,44.0173905,-123.0254407
753,amacri@comcast.net,Grow Guru Horticulture (Pty) South Africa,362 Richardson Road,Test Address Line 2,Maine,Hiram,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,4041,43.814693,-70.7926856
65,207katahdin@gmail.com,Horizen Hydroponics/Growers Outlet,659 Warren Ave,Test Address Line 2,Maine,Portland,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,4103,43.687259,-70.327667
980,hempknight848@gmail.com,MethodSeven Sales,8875 Jefferson Rd,Test Address Line 2,Michigan,Lakeview,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,48850,43.4893334,-85.2627696
327,growtchs@gmail.com,Horticontrol,1965 Holton Road,Test Address Line 2,Michigan,Muskegon,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,49445,43.2892963,-86.2153388
234,omaha@paradigmgardens.com,Battle Creek Indoor Gardening,4501 Helgesen Dr.,Test Address Line 2,Wisconsin,Madison,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,53718,43.066109,-89.30643
669,kevinpratt808@gmail.com,Illumitex,545 Hooksett Rd. Unit #24,Test Address Line 2,New Hampshire,Manchester,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,3104,43.0149485,-71.4506425
252,happyharvesterburton@gmail.com,New Mexico Hydroponics,4410 S. Saginaw,Test Address Line 2,Michigan,Burton,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,48529,42.963458,-83.670913
326,myocina@yahoo.com,Purely Hydroponic,P.O. Box 251,Test Address Line 2,New York,Corfu,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,14036,42.9600595,-78.4055767
479,secondchance19@gmail.com,Outside In Hydro & Organics AU,692 Franklin St.,Test Address Line 2,New York,Skaneateles,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,13152,42.954633,-76.455242
326,myocina@yahoo.com,Smith Indoor Garden,1102 Ganson Ave.,Test Address Line 2,New York,Corfu,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,14036,42.954374,-78.4073499
479,secondchance19@gmail.com,Harvest Time Hydroponics AU,PO Box 324,Test Address Line 2,New York,Skaneateles,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,13152,42.947011,-76.4291017
1356,pjw368@gmail.com,Bedford Grow LLC,1860 Stilesgate St. SE,Test Address Line 2,Michigan,Grand Rapids,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,49508,42.895731,-85.619457
1238,greenmtnhydro@gmail.com,Rhode Island Hydroponics,106 North Street,Test Address Line 2,Vermont,Bennington,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,5201,42.8785912,-73.1971405
73,Horizenhydroponics@gmail.com,Greenlife Garden Supply,7720 Clyde Park Ave SW,Test Address Line 2,Michigan,Byron Center,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,49315,42.8243584,-85.6828625
655,info@HGRsupply.com,Cedar Graphics,15231 N. Holly Rd.,Test Address Line 2,Michigan,Holly,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,48442,42.8166007,-83.6283928
1312,Jaymthorburn@gmail.com,The University of Western Australia,2208 E Michigan Ave.,Test Address Line 2,Michigan,Lansing,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,48912,42.7333408,-84.5196369
982,jeff.gibson@superiorgrowers.com,Eye Care Center of Snohomish,5711 Enterprise Dr.,Test Address Line 2,Michigan,Lansing,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,48911,42.674705,-84.5278189
176,Elizabeth.Kelly@superiorgrowers.com,Bear Valley Hydroponics & Homebrewing,5711 Enterprise Drive,Test Address Line 2,Michigan,East Lansing,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,48911,42.6745155,-84.5284082
676,Info@thegrowstop.com,Phenotype Farmers,7380 Highland Road,Test Address Line 2,Michigan,Waterford,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,48327,42.661782,-83.434178
361,Organicagardensupply@gmail.com,Lux Cuttings,467 Delaware Ave.,Test Address Line 2,New York,Albany,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,12209,42.6403869,-73.784468
194,jsorensen@hydroyourown.com,A Fertile World,8501 75th Street Unit C,Test Address Line 2,Wisconsin,Kenosha,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,53142,42.565746,-87.910436
389,bilcoind@centurylink.net,Hydro Capitol,PO Box 1105,Test Address Line 2,Oregon,Eagle Point,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,97524,42.4726258,-122.8028177
562,sger90@yahoo.com,Bare Roots,720 Willow Way,Test Address Line 2,New York,Ithaca,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,14850,42.4525563,-76.5062187
938,info@indooreden.net,"Soldiers of Green, SL / Sant Yerbasi",9281 Michigan 36,Test Address Line 2,Michigan,Whitmore Lake,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,48189,42.4423622,-83.7637945
165,Sales@ultragreenhydroponics.com,509 Garden Supply,29541 W. 8 Mile Road,Test Address Line 2,Michigan,Livonia,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,48152,42.440061,-83.377306
389,bilcoind@centurylink.net,The Homegrown Connection,1350 Dry Creek Rd.,Test Address Line 2,Oregon,Eagle Point,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,97524,42.397685,-122.764085
217,orders@gyostuff.com,Grow Green Montana,2400 Massachusetts Ave.,Test Address Line 2,Massachusetts,Cambridge,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,2140,42.3970597,-71.1302576
872,calebh@media.mit.edu,Hydro Center,"20 Ames St, E15-384F",Test Address Line 2,Massachusetts,Cambridge,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,2142,42.3607011,-71.0877227
569,bbhydro@wowway.biz,HydroDynamics International Inc.,24330 Ann Arbor Trail,Test Address Line 2,Michigan,Dearborn Heights,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,48127,42.350488,-83.276585
788,andrew.sereno@gmail.com,Sea of Green Flagstaff,12760 Mckinley Heights Dr.,Test Address Line 2,Michigan,Chelsea,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,48118,42.342208,-83.981578
867,Tom@greenpathgardensupply.com,Rootdown Hydroponics,276 West Main Street,Test Address Line 2,Massachusetts,Northborough,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,1532,42.309046,-71.658022
119,ryan@zoocitygrowersupply.com,Discount Hydroponics,3514 S. Westnedge,Test Address Line 2,Michigan,Kalamazoo,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,49008,42.2564357,-85.5898673
119,ryan@zoocitygrowersupply.com,American Agriculture,534 Parker Ave.,Test Address Line 2,Michigan,Kalamazoo,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,49008,42.2536123,-85.5903393
184,mightygrow@gmail.com,AHL Garden Supply,2418 W. Michigan Ave.,Test Address Line 2,Michigan,Jackson,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,49207,42.250302,-84.443314
1131,andy@fullbloomhydroponics.net,Bubbleman,415 Williamson Way,Test Address Line 2,Oregon,Ashland,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,97520,42.2005854,-122.7056104
120,Bhiers1@gmail.com,Rosebud Magazine,2305 Ashland St. C258,Test Address Line 2,Oregon,Ashland,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,97520,42.1856642,-122.67095
184,mightygrow@gmail.com,GYO,9600 Grossman Road,Test Address Line 2,Michigan,Manchester,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,48158,42.122538,-84.0618779
750,info.warner@gmail.com,Wholesale Garden Center,273 Hanover St,Test Address Line 2,Massachusetts,Hanover,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,2339,42.1150589,-70.8321322
362,harvestmoonhydro@verizon.net,Cannatest,29 Washington Street/Route 1,Test Address Line 2,Massachusetts,Foxboro,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,2035,42.0653812,-71.2478251
1357,DavidP@Cultivationinnovations.com,Healthy Harvest,15223 S Dixie Highway,Test Address Line 2,Michigan,Monroe,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,48161,41.8924196,-83.4180942
223,melvinmaggie@tds.net,Seattle's Hydro Spot,12944 Cadmus Road,Test Address Line 2,Michigan,Clayton,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,49235,41.871231,-84.275189
60,Greenmattersonline@yahoo.com,Big Grow Hydroponics,592 Wareham St.,Test Address Line 2,Massachusetts,Middleboro,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,2346,41.8226161,-70.8176743
774,MJohnson@lushledlighting.com,Grow Gear,1964 South 11th Street,Test Address Line 2,Michigan,Niles,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,49120,41.7967626,-86.2484614
112,hawk455@verizon.net,Heavy Harvest Hydroponics,709 Warwick Ave,Test Address Line 2,Rhode Island,Warwick,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,2888,41.756791,-71.404852
891,toledoindoorgarden@gmail.com,Super Roots Hydroponics,5614 Secor Rd,Test Address Line 2,Ohio,Toledo,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,43623,41.7174182,-83.6237811
346,ogc.contact@gmail.com,Hydro Master,5215 Monroe Street Suite 10,Test Address Line 2,Ohio,Toledo,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,43623,41.700277,-83.651213
368,rortega43@gmail.com,High Desert Hydroponics,6802 Post Road,Test Address Line 2,Rhode Island,North Kingstown,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,2852,41.612583,-71.456776
1365,Iancolandro@gmail.com,Advanced Grow Labs,467 Plans Road,Test Address Line 2,Connecticut,Milford,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,6461,41.226667,-73.090615
234,omaha@paradigmgardens.com,Hydroponics Connection,8949 J Street Suite #5,Test Address Line 2,Nebraska,Omaha,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,68127,41.214322,-96.051406
241,moria@northcoasths.com,GreenMile Hydroponic Garden,1580 Nursery Way Suite Q,Test Address Line 2,California,Mckinleyville,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,95519,40.9366796,-124.1031756
240,jkattman@neo.rr.com,Total Hydroponics Center,1664 North Main Street #25,Test Address Line 2,Ohio,Canton,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,44720,40.897207,-81.404998
266,Email@sunflowersupplies.com,Harvest Moon Hydroponics Foxboro,3104 Expressway Drive South,Test Address Line 2,New York,Islandia,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,11749,40.8085064,-73.1811875
228,tito@afertileworld.com,Amazon FBA UK,6 Fifth Street,Test Address Line 2,California,Eureka,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,95501-0334,40.8010151,-124.171114
523,danskye@hightimes.com,Acre Garden Supply,"250 W. 57th Street, Suite 920",Test Address Line 2,NY,New York,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,10107,40.7662723,-73.9823998
470,Dan@hightimes.com,Grow 4XS AU,250 W. 57th Street,Test Address Line 2,New York,New York,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,10107,40.7662723,-73.9823998
20,james@methodseven.com,Method Seven,419 Park Ave. South Suite E,Test Address Line 2,New York,New York,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,10016,40.7436697,-73.9835213
908,barerootsredding@gmail.com,Samurai Greenhouse Supply,1615 E. Cypress,Test Address Line 2,California,Redding,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,96002,40.5707552,-122.3409485
457,joshchristian13@yahoo.com,Highland Horticultural,6851 AIRPORT RD,Test Address Line 2,California,Redding,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,96002-9475,40.486616,-122.292859
1086,laura.noel@ymail.com,LED It Grow,4679 Edie Place,Test Address Line 2,Colorado,Erie,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,80516,40.068264,-105.023698
391,tommy@bhocenter.com,Green Thumb Gardening,1630 N. 63rd St. Unit #5,Test Address Line 2,Colorado,Boulder,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,80301,40.0155063,-105.2060061
869,Danmetsch@yahoo.com,Green Matters Pocasset,7464 Arapahoe Road,Test Address Line 2,Colorado,Boulder,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,80303,40.0145712,-105.1792792
391,tommy@bhocenter.com,How's It Growing LLC,4775 Hancock Dr,Test Address Line 2,Colorado,Boulder,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,80303,40.007978,-105.235589
529,danny@victoryhydro.com,Constantly Growing,1387 E. South Boulder Road Unit D,Test Address Line 2,Colorado,Louisville,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,80027,39.9875123,-105.123507
1024,Josiah@victoryhydro.com,Premier Hydro,1387 E. South Boulder Road Unit D,Test Address Line 2,Colorado,Louisville,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,80027,39.9875123,-105.123507
1133,kyle@kyle.com,West Coast Avengers,980 Miami Way,Test Address Line 2,Colorado,Boulder,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,80305,39.979841,-105.254641
1322,broubie@bravo-lighting.com,Taproot Hydroponics,1751 Panarama Point Unit E,Test Address Line 2,Colorado,Lafayette,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,80026,39.9788412,-105.0694607
172,Dealerservice+amazonfba@methodseven.com,The Hydro Closet,5255 Anson Blvd,Test Address Line 2,Indiana,Whitestown,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,46075,39.9755527,-86.3831621
399,pauljosephs2323@gmail.com,Vital Landscaping,1440 Judson Dr.,Test Address Line 2,Colorado,Boulder,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,80305,39.974117,-105.257186
959,sales@enviroled.us,The Hydro Shack,"7581W. 103rd Ave.,Suite 200",Test Address Line 2,Colorado,Westminster,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,80021,39.883896,-105.080251
434,clint@thebigtomato.com,New Age Gardens,8216 Swadley Ct.,Test Address Line 2,Colorado,Arvada,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,80005,39.846153,-105.131491
482,shane@waytogrow.net,Bardo Enterprises Pty Ltd AU,8101 Raleigh Place,Test Address Line 2,Colorado,Westminster,United States,www.example.com,9AM - 5PM Monday - Friday - Except Holidays,011--801-000-0000,80031,39.8439539,-105.045228
